Date,AC Penrose NO_MCG 24h average [痢/m設,AC Penrose NO2_MCG 24h average [痢/m設,AC Penrose NOX_MCG 24h average [痢/m設,AC Penrose PM10 24h average [痢/m設,AC Penrose PM2.5 24h average [痢/m設,AC Penrose RH 24h average [%],AC Penrose TEMP 24h average [蚓],AC Penrose WSP 24h average [m/s]
14/08/2019,9.522,16.655,26.177,15.903,6.994,67.106,13.1,4.683
15/08/2019,24.446,33.71,58.156,,6.504,75.652,11.48,2.186
16/08/2019,9.621,25.635,35.257,6.956,5.138,72.685,11.89,2.2
17/08/2019,1.214,9.414,10.627,9.397,5.38,77.588,12.88,2.248
18/08/2019,5.407,19.387,24.795,7.177,5.914,76.776,10.1,1.585
19/08/2019,23.368,22.292,45.66,14.784,6.159,62.587,9.45,2.021
20/08/2019,0.731,0.21,0.942,11.651,5.488,72.347,12.2,3.917
21/08/2019,7.317,13.018,20.335,13.504,6.115,73.149,12.83,3.658
22/08/2019,2.976,11.972,14.948,13.731,7.474,77.163,12.52,2.986
23/08/2019,7.001,20.582,27.583,8.968,5.027,81.939,12.01,2.724
24/08/2019,6.587,10.224,16.81,18.6,7.835,63.511,12.89,5.381
25/08/2019,2.694,5.418,8.112,19.769,7.604,66.851,13.59,4.801
26/08/2019,5.06,11.145,16.206,22.232,9.973,67.451,14.15,3.88
27/08/2019,13.477,25.19,38.666,22.444,9.08,60.614,12.76,3.814
28/08/2019,14.704,30.043,44.747,16.078,6.784,66.161,12.45,2.806
29/08/2019,20.778,29.151,49.929,10.731,5.997,70.203,12.24,2.295
30/08/2019,14.819,26.316,41.135,11.284,5.08,73.408,13.02,1.832
31/08/2019,6.541,16.425,22.967,11.534,5.313,67.242,12.94,3.767
1/09/2019,5.068,18.019,23.087,12.314,7.352,71.43,11.81,1.111
2/09/2019,38.42,30.803,69.223,19.572,10.31,72.033,12.49,1.092
3/09/2019,1.671,8.11,9.781,15.197,6.063,79.643,14.45,3.228
4/09/2019,0.525,3.216,3.741,9.72,5.306,82.402,16.33,4.011
5/09/2019,1.248,6.516,7.763,16.248,7.768,81.89,15.11,3.851
6/09/2019,7.744,17.088,24.832,17.542,7.958,68.025,12.47,4.745
7/09/2019,5.249,14.948,20.196,20.915,7.543,66.844,12.53,3.49
8/09/2019,0.124,6.976,7.1,24.533,10.97,74.919,14.18,2.785
9/09/2019,1.044,10.184,11.228,15.517,8.497,82.61,13.47,2.523
10/09/2019,2.643,12.001,14.644,5.665,3.011,70.657,12.65,2.749
11/09/2019,21.366,25.469,46.835,13.558,5.628,69.233,12.07,3.78
12/09/2019,12.815,19.455,32.27,17.092,7.41,64.119,13.22,4.373
13/09/2019,6.474,16.844,23.318,13.023,5.696,69.091,14.07,2.444
14/09/2019,0.633,5.462,6.095,11.684,5.903,72.867,13.73,3.23
15/09/2019,10.872,17.929,28.801,11.582,6.697,70.452,13.02,1.705
16/09/2019,13.249,22.916,36.165,10.955,5.214,67.185,13.49,2.842
17/09/2019,5.49,15.655,21.145,14.182,6.454,70.885,15.15,2.901
18/09/2019,17.52,29.3,46.82,24.399,9.33,57.313,13.29,3.068
19/09/2019,12.519,26.289,38.808,15.392,6.999,72.674,13.34,1.918
20/09/2019,39.601,39.298,78.899,24.481,8.88,69.146,12.73,2.072
21/09/2019,23.064,24.518,47.582,18.952,8.018,65.058,13.17,2.408
22/09/2019,5.663,13.862,19.525,13.152,6.259,66.13,13.31,3.567
23/09/2019,5.817,15.823,21.64,10.468,4.74,59.138,14.86,2.965
24/09/2019,3.152,9.66,12.812,12.074,6.176,75.001,13.31,4.223
25/09/2019,5.689,11.55,17.239,15.328,7.349,66.24,12.29,4.691
26/09/2019,7.095,9.101,16.196,20.488,9.14,60.196,11.91,
27/09/2019,8.064,14.692,22.755,16.137,7.261,68.637,13.43,4.232
28/09/2019,5.921,13.902,19.823,11.579,5.581,70.914,13.54,3.148
29/09/2019,1.774,10.859,12.633,8.652,4.38,69.806,14.9,2.052
30/09/2019,1.819,7.507,9.326,14.66,7.11,73.802,15.47,3.581
1/10/2019,4.342,13.063,17.405,11.531,5.512,66.938,12.86,3.096
2/10/2019,8.749,12.306,21.055,18.46,8.174,64.209,12.56,6.349
3/10/2019,16.236,22.705,38.941,18.486,7.698,68.833,11.6,3.204
4/10/2019,13.308,22.224,35.532,13.959,5.71,68.79,12.62,3.435
5/10/2019,1.816,9.577,11.392,11.744,5.916,74.59,14.17,2.529
6/10/2019,2.122,6.548,8.669,12.186,5.952,68.995,14.18,2.472
7/10/2019,0.383,3.149,3.532,9.618,5.3,77.375,14.86,2.802
8/10/2019,12.12,25.932,38.053,8.332,4.788,75.594,15.38,1.733
9/10/2019,10.133,10.456,20.589,8.235,4.983,75.196,15.97,2.547
10/10/2019,0.461,1.409,1.87,15.218,7.313,81.758,16.93,4.822
11/10/2019,4.738,16.131,20.87,9.774,5.581,81.809,16.21,2.306
12/10/2019,11.12,20.022,31.142,13.806,6.278,68.478,15.5,2.556
13/10/2019,5.487,17.623,23.109,10.302,4.753,62.624,15.24,2.488
14/10/2019,1.286,6.713,7.999,15.253,6.719,74.162,14.08,3.441
15/10/2019,3.676,12.692,16.368,10.506,5.855,82.232,15.61,3.158
16/10/2019,10.098,11.945,22.043,17.587,7.358,70.033,14.88,5.663
17/10/2019,10.211,16.725,26.936,18.981,7.795,70.31,15.09,4.401
18/10/2019,2.376,10.45,12.825,12.143,5.386,70.523,15.87,2.317
19/10/2019,1.663,7.18,8.843,18.89,9.136,71.064,16.15,3.431
20/10/2019,2.393,10.719,13.112,18.914,7.621,59.466,15.34,2.369
21/10/2019,6.593,16.4,22.992,16.755,7.003,66.601,14.86,3.091
22/10/2019,8.787,11.028,19.815,14.282,6.174,69.606,14.83,4.208
23/10/2019,8.283,12.001,20.284,18.569,7.928,61.786,12.83,5.644
24/10/2019,7.247,11.745,18.992,21.894,9.205,61.61,14.03,5.498
25/10/2019,8.527,11.199,19.726,27.262,11.273,58.194,13.85,6.257
26/10/2019,6.056,8.605,14.661,25.126,9.581,63.059,14.73,4.86
27/10/2019,2.742,8.414,11.156,11.683,5.57,62.094,16.73,2.308
28/10/2019,1.665,6.149,7.814,10.699,5.542,74.335,16.6,2.365
29/10/2019,12.337,17.433,29.769,13.347,5.808,66.226,14.7,3.681
30/10/2019,11.897,13.943,25.84,20.994,7.475,60.507,14.41,5.35
31/10/2019,10.676,14.07,24.746,28.875,11.653,65.331,15.39,5.069
1/11/2019,10.683,13.624,24.307,23.578,8.303,57.313,14.45,5.779
2/11/2019,6.44,9.482,15.923,20.526,7.595,64.953,15.12,4.741
3/11/2019,4.488,6.424,10.911,17.694,7.347,70.738,16.36,4.237
4/11/2019,13.039,16.613,29.652,19.128,8.367,69.474,17.14,3.683
5/11/2019,16.875,25.033,41.909,27.072,11.029,61.058,19.05,2.491
6/11/2019,26.251,24.871,51.122,26.896,10.215,56.317,19.41,1.481
7/11/2019,1.037,2.967,4.005,11.578,5.438,67.418,19.62,3.053
8/11/2019,1.097,2.214,3.311,18.749,8.866,77.016,19.36,3.969
9/11/2019,0.833,0.291,1.124,16.8,7.628,77.59,18.93,4.585
10/11/2019,0.69,1.296,1.986,11.223,6.568,82.643,18.22,4.974
11/11/2019,10.893,14.58,25.473,18.55,7.644,62.176,15.66,3.988
12/11/2019,10.451,16.225,26.677,12.047,4.823,61.068,14.06,3.711
13/11/2019,8.982,16.505,25.486,17.335,5.976,58.161,15.9,2.331
14/11/2019,4.506,9.087,13.593,19.033,7.621,65.578,16.92,3.595
15/11/2019,9.865,15.434,25.299,24.21,9.104,56.111,16.09,3.687
16/11/2019,1.647,8.271,9.917,21.483,9.099,69.953,17.69,2.165
17/11/2019,0.087,2.492,2.579,17.574,8.121,73.906,18.3,3.305
18/11/2019,5.454,16.105,21.558,16.297,11.52,80.78,16.46,3.078
19/11/2019,24.636,26.572,51.208,14.916,5.531,59.405,14.97,2.251
20/11/2019,8.493,14.604,23.097,17.389,6.842,65.558,15.99,3.524
21/11/2019,13.328,15.275,28.603,20.886,6.898,54.817,15.78,4.734
22/11/2019,16.231,17.049,33.28,22.88,7.578,65.122,15.95,4.576
23/11/2019,6.849,7.192,14.042,22.636,9.343,69.915,17.18,4.918
24/11/2019,4.053,5.51,9.562,20.678,11.181,74.041,17.31,4.431
25/11/2019,10.899,12.964,23.863,22.502,10.03,72.988,17.68,4.681
26/11/2019,4.889,14.977,19.866,25.85,11.32,67.919,18.87,1.856
27/11/2019,13.246,20.611,33.857,28.182,13.308,65.7,19.64,1.724
28/11/2019,3.998,14.585,18.582,23.858,12.473,67.549,19.75,1.986
29/11/2019,3.121,8.006,11.126,17.71,8.424,65.628,20.51,2.288
30/11/2019,1.86,3.9,5.759,13.056,6.755,70.361,19.94,2.608
1/12/2019,0.712,2.042,2.754,9.122,4.949,73.235,19.65,3.636
2/12/2019,1.003,1.813,2.816,12.369,5.806,76.535,20.15,4.697
3/12/2019,0.263,5.421,5.684,20.523,10.091,72.541,19.83,4.197
4/12/2019,1.212,11.316,12.528,30.011,13.933,61.756,20.36,2.064
5/12/2019,4.539,16.291,20.83,39.999,15.067,61.805,20.77,1.673
6/12/2019,0.56,10.566,11.126,51.488,17.419,71.969,20.64,2.115
7/12/2019,0.509,4.365,4.874,24.475,10.246,73.556,21.87,2.403
8/12/2019,0.256,2.284,2.54,10.467,5.728,74.636,21.5,3.647
9/12/2019,,,,18.744,7.698,58.777,18.37,4.535
10/12/2019,,,,16.176,4.967,53.951,18.68,3.433
11/12/2019,20.763,21.794,42.557,17.905,5.508,54.808,18.54,3.537
12/12/2019,12.18,18.541,30.721,25.776,8.546,65.247,20.53,2.473
13/12/2019,7.302,12.207,19.509,14.09,5.427,64.93,19.69,2.606
14/12/2019,7.604,11.84,19.444,12.524,5.645,67.343,19.27,3.106
15/12/2019,2.17,6.984,9.154,11.3,4.858,64.659,19.31,1.982
16/12/2019,0.743,3.245,3.989,13.076,5.605,78.241,20.72,4.058
17/12/2019,0.702,5.865,6.566,10.003,5.925,82.914,19.06,4.192
18/12/2019,6.459,8.401,14.86,23.468,9.346,63.481,17.2,5.398
19/12/2019,8.935,14.072,23.007,24.874,8.705,53.501,17.65,3.027
20/12/2019,5.109,11.312,16.42,18.55,7.327,68.644,17.14,3.124
21/12/2019,9.193,12.004,21.197,14.189,5.36,57.342,16.99,3.617
22/12/2019,5.963,7.773,13.736,15.081,5.537,56.09,16.87,4.268
23/12/2019,10.4,11.184,21.584,20.209,7.437,72.317,18.07,4.878
24/12/2019,7.985,10.556,18.541,27.438,10.769,72.652,19.18,3.725
25/12/2019,2.33,4.449,6.779,23.399,9.378,67.392,18.56,3.307
26/12/2019,2.714,5.923,8.637,19.015,8.135,67.036,19.15,2.926
27/12/2019,7.188,9.256,16.444,11.567,4.851,61.868,18.57,3.99
28/12/2019,3.428,4.867,8.295,17.617,6.744,56.083,17.73,4.786
29/12/2019,3.371,4.487,7.858,17.781,6.704,54.35,17.33,4.794
30/12/2019,3.953,8.228,12.181,18.797,9.047,69.67,18.63,3.731
31/12/2019,5.329,10.842,16.172,17.727,8.042,61.949,19.83,2.872
1/01/2020,3.084,6.214,9.297,12.24,5.974,69.463,19,3.347
2/01/2020,3.689,3.651,7.34,10.372,5.479,68.188,19.08,5.022
3/01/2020,4.92,5.786,10.706,19.996,9.665,65.08,19.82,5.124
4/01/2020,4.471,3.622,8.093,27.765,10.087,55.506,17.8,6.384
5/01/2020,2.254,4.303,6.556,21.973,10.485,62.523,17.97,3.808
6/01/2020,6.99,6.961,13.95,32.933,7.858,63.086,18.15,6.181
7/01/2020,9.547,8.87,18.416,24.166,13.999,58.776,16.75,5.747
8/01/2020,14.559,15.496,30.055,19.576,13.481,62.169,16.84,3.388
9/01/2020,14.186,12.943,27.129,18.198,9.344,61.816,17.43,4.206
10/01/2020,11.321,10.768,22.089,22.137,9.243,62.222,18.09,4.943
11/01/2020,8.74,12.385,21.125,17.067,8.583,64.051,18.44,2.675
12/01/2020,5.77,13.855,19.625,11.606,14.478,59.727,19.73,1.919
13/01/2020,13.447,16.79,30.236,15.688,5.995,67.115,19.77,2.692
14/01/2020,8.187,13.266,21.453,13.224,4.362,77.14,17.61,2.015
15/01/2020,12.552,10.988,23.54,10.535,10.805,68.612,18.52,2.015
16/01/2020,4.242,7.39,11.632,9.601,,59.252,18.96,1.814
17/01/2020,10.083,13.984,24.067,8.472,,52.934,19.54,2.066
18/01/2020,8.501,14.202,22.703,13.781,10.498,64.195,19.49,2.756
19/01/2020,6.91,10.774,17.684,14.196,10.209,63.119,20.85,3.028
20/01/2020,18.659,19.337,37.996,17.034,,65.774,21.83,2.353
21/01/2020,8.604,10.648,19.252,11.812,6.62,65.999,20.49,2.738
22/01/2020,11.332,14.342,25.674,9.808,,64.557,19.58,2.843
23/01/2020,15.202,11.834,27.036,8.788,9.384,65.909,20.72,3.34
24/01/2020,14.112,16.309,30.421,12.226,5.897,67.476,22.62,3.115
25/01/2020,6.298,14.5,20.798,11.85,7.697,67.903,21.03,3.665
26/01/2020,4.601,5.051,9.653,11.399,6.625,68.585,21.72,4.201
27/01/2020,4.97,6.347,11.318,12.162,6.622,64.967,21.89,3.378
28/01/2020,10.083,12.921,23.004,11.277,6.24,73.944,22.18,2.209
29/01/2020,14.322,11.966,26.288,12.846,,71.615,22.84,3.19
30/01/2020,11.915,14.525,26.441,13.245,7.581,69.353,22.82,2.924
31/01/2020,10.825,13.222,24.048,13.227,7.387,65.986,21.88,4.253
1/02/2020,6.639,9.382,16.021,22.259,12.756,68.996,21.98,4.248
2/02/2020,3.962,4.265,8.227,11.778,5.021,67.914,22.56,4.359
3/02/2020,14.619,11.506,26.125,9.692,4.312,68.554,23.32,3.241
4/02/2020,7.576,9.797,17.374,11.92,7.677,66.64,23.75,2.293
5/02/2020,12.461,15.38,27.841,27.002,,52.508,20.28,4.882
6/02/2020,4.909,12.733,17.642,16.827,12.089,56.102,18.92,3.933
7/02/2020,9.248,10.505,19.752,22.34,9.162,61.167,20.8,3.195
8/02/2020,5.165,7.413,12.578,16.897,9.035,64.317,20.25,3.506
9/02/2020,5.372,7.166,12.538,17.132,,53.694,18.83,3.9
10/02/2020,14.311,17.511,31.822,23.414,,58.721,18.6,3.105
11/02/2020,18.413,17.137,35.55,14.11,,62.072,19.33,2.812
12/02/2020,16.447,18.455,34.902,19.015,,62.37,20.36,1.749
13/02/2020,26.279,20.272,46.552,20.176,,67.157,20.67,2.306
14/02/2020,10.364,14.111,24.475,17.968,,63.173,21.58,2.235
15/02/2020,0.112,1.568,1.68,21.84,,63.453,21.4,3.637
16/02/2020,,,,,,,,
17/02/2020,,,,,,,,
18/02/2020,,,,,,,,
19/02/2020,13.757,14.651,28.409,17.372,,69.783,23.11,2.973
20/02/2020,15,16.795,31.795,11.576,,69.031,22.32,3.199
21/02/2020,10.294,13.789,24.082,11.974,,64.453,22.94,1.836
22/02/2020,3.296,7.136,10.432,8.225,,75.44,21.3,2.885
23/02/2020,5.01,9.886,14.896,12.561,,58.801,19.24,4.84
24/02/2020,16.017,21.617,37.634,12.636,,53.365,19.62,3.109
25/02/2020,26.148,26.116,52.264,19.356,,65.844,19.89,2.694
26/02/2020,18.972,25.643,44.616,19.493,,67.213,21.13,2.367
27/02/2020,13.636,23.649,37.285,18.333,,68.692,22.04,1.728
28/02/2020,12.175,22.418,34.593,17.714,,67.353,22.61,1.56
29/02/2020,6.058,11.861,17.92,12.159,,70.624,22.1,2.594
1/03/2020,,,,20.726,,69.247,21.54,2.509
2/03/2020,,,,23.456,,65.107,21.56,2.971
3/03/2020,1.147,4.242,5.39,14.868,,72.058,22.43,2.892
4/03/2020,10.81,14.704,25.514,21.164,,77.415,21.27,2.748
5/03/2020,4.193,12.541,16.734,14.158,,61.61,20.48,1.873
6/03/2020,8.606,15.085,23.692,11.167,,53.857,18.94,2.293
7/03/2020,2.327,8.441,10.768,11.203,,54.952,19.65,2.334
8/03/2020,1.38,8.016,9.396,9.276,,59.806,19.9,2.311
9/03/2020,0.644,4.17,4.814,10.597,,74.401,20.78,3.647
10/03/2020,11.203,15.47,26.673,11.133,,67.981,19.49,3.829
11/03/2020,12.39,19.051,31.442,8.137,,73.726,18.48,2.248
12/03/2020,26.253,18.821,45.074,10.45,,68.954,18.96,1.797
13/03/2020,20.332,19.357,39.688,12.054,,57.519,18.4,1.599
14/03/2020,14.625,19.345,33.97,12.024,,60.142,19.01,1.527
15/03/2020,7.91,14.829,22.739,14.414,,69.926,19.33,2.756
16/03/2020,29.162,28.042,57.204,18.091,,70.39,18.38,2.129
17/03/2020,16.37,24.088,40.458,26.616,,47.985,18.99,3.356
18/03/2020,28.423,29.237,57.66,12.942,,49.672,16.05,2.281
19/03/2020,10.001,19.338,29.339,12.75,,66.189,16.73,2.541
20/03/2020,10.202,18.976,29.179,10.631,,69.545,18.77,2.274
21/03/2020,14.479,17.822,32.3,13.704,,69.677,19.11,1.447
22/03/2020,1.023,7.5,8.522,12.37,,69.346,20.26,2.375
23/03/2020,2.157,10.342,12.5,10.862,,72.605,20.18,3.033
24/03/2020,9.867,14.702,24.569,18.787,,60.378,16.46,4.789
25/03/2020,8.894,18.065,26.959,13.99,,68.197,16.53,2.528
26/03/2020,5.988,15.463,21.452,10.117,,65.757,16.77,1.739
27/03/2020,2.051,9.342,11.394,11.463,,69.235,16.52,2.173
28/03/2020,1.697,3.9,5.597,10.194,,63.276,16.27,3.897
29/03/2020,2.248,7.837,10.085,7.556,,64.284,16.21,2.039
30/03/2020,7.676,13.716,21.391,8.922,,69.99,18.03,1.691
31/03/2020,15.705,16.242,31.948,10.39,,72.473,18.2,1.935
1/04/2020,13.898,19.353,33.251,9.728,,70.547,18.96,1.889
2/04/2020,13.808,16.809,30.617,11.982,,73.495,17.91,2.594
3/04/2020,7.373,9.872,17.245,9.615,,70.912,18.01,1.332
4/04/2020,4.186,7.494,11.681,6.885,,67.385,17.8,1.579
5/04/2020,0.097,4.03,4.127,7.218,,56.247,17.72,1.987
6/04/2020,2.299,9.33,11.629,9.828,,53.531,17.32,1.444
7/04/2020,3.697,11.851,15.548,7.394,,59.678,17.49,1.452
8/04/2020,1.352,7.014,8.366,9.254,,67.034,17.67,3.013
9/04/2020,4.071,6.595,10.666,15.555,,59.928,16.66,4.945
10/04/2020,2.18,9.075,11.254,11.438,,59.289,15.14,2.431
11/04/2020,3.45,9.63,13.08,8.427,1.979,66.683,15.98,1.31
12/04/2020,1.008,4.973,5.98,9.001,,73.656,17.7,3.473
13/04/2020,0.928,1.491,2.419,16.527,5.903,70.285,17.99,3.578
14/04/2020,2.952,3.81,6.762,20.686,5.642,58.274,15.84,5.131
15/04/2020,3.559,7.003,10.562,15.499,4.828,66.84,15.3,4.224
16/04/2020,3.389,7.741,11.131,11.836,3.669,72.769,16.26,3.223
17/04/2020,0.951,3.374,4.325,18.081,4.988,74.328,19.24,3.086
18/04/2020,0.208,4.364,4.572,17.602,5.194,75.211,18.65,2.645
19/04/2020,-0.151,3.829,3.678,17.625,5.672,80.533,17.75,1.774
20/04/2020,6.316,13.789,20.106,15.253,6.313,82.52,17.22,1.139
21/04/2020,21.628,27.574,49.202,16.299,7.782,84.472,15.81,1.342
22/04/2020,15.066,23.13,38.197,13.214,3.862,74.301,14.75,1.463
23/04/2020,0.435,6.047,6.481,11.182,4.929,74.488,17.22,1.979
24/04/2020,6.812,14.931,21.743,12.972,6.289,71.838,17.12,2.737
25/04/2020,3.174,10.532,13.705,11.558,3.158,70.753,16.28,2.533
26/04/2020,2.187,11.2,13.388,13.951,,72.808,16.08,1.899
27/04/2020,1.81,10.579,12.389,14.642,4.036,73.009,15.18,1.243
28/04/2020,9.861,19.185,29.046,22.451,8.952,70.949,16.86,3.275
29/04/2020,21.707,22.915,44.623,19.775,6.694,72.045,15.92,1.572
30/04/2020,24.43,24.012,48.442,12.84,6.081,69.57,15.17,1.146
1/05/2020,6.444,19.632,26.076,12.369,5.231,56.8,16.35,1.125
2/05/2020,0.444,1.847,2.291,11.617,3.1,68.187,18.17,3.596
3/05/2020,0.155,0.877,1.033,22.358,5.676,84.988,18.85,5.39
4/05/2020,0.966,7.345,8.311,14.022,3.542,75.837,16.81,2.835
5/05/2020,5.76,16.934,22.694,13.139,4.315,68.082,13.69,2.576
6/05/2020,14.499,21.168,35.666,13.179,6.217,63.451,12.13,3.724
7/05/2020,18.94,22.648,41.588,11.141,4.281,70.578,13.23,2.688
8/05/2020,13.071,22.66,35.731,16.476,7.502,69.887,16.1,3.073
9/05/2020,13.643,21.084,34.727,20.901,8.022,73.542,14.85,1.538
10/05/2020,2.397,11.86,14.257,16.533,7.221,73.805,15.76,1.661
11/05/2020,8.204,16.669,24.873,14.004,2.528,67.804,15.76,1.59
12/05/2020,2.685,11.794,14.479,12.751,4.363,69.103,15.75,2.094
13/05/2020,14.314,30.654,44.968,14.246,5.564,73.9,14.7,1.962
14/05/2020,32.606,37.308,69.914,16.544,7.627,68.767,14.6,1.486
15/05/2020,44.03,38.612,82.642,21.719,11.556,71.617,14.03,1.783
16/05/2020,14.569,23.72,38.289,14.218,9.804,65.162,14.9,1.585
17/05/2020,6.63,19.231,25.861,11.777,7.789,66.426,14.18,1.533
18/05/2020,33.084,37.105,70.189,17.547,8.385,67.413,13.64,1.972
19/05/2020,47.076,39.72,86.795,18.829,9.704,67.512,13.03,1.869
20/05/2020,57.802,39.953,97.755,20.51,12.31,62.724,11.03,1.154
21/05/2020,44.845,39.752,84.597,22.145,11.42,66.932,11.35,1.704
22/05/2020,37.072,39.11,76.182,21.882,10.478,67.781,12.2,2.078
23/05/2020,18.204,30.031,48.235,18.464,12.455,73.744,11,1.312
24/05/2020,1.961,8.513,10.474,14.053,3.768,84.369,15.81,3.372
25/05/2020,3.38,17.678,21.058,7.489,1.914,88.81,17.81,2.691
26/05/2020,6.774,21.331,28.104,8.062,4.259,84.624,16.32,1.374
27/05/2020,12.099,22.524,34.624,9.242,4.419,83.474,13.89,1.829
28/05/2020,31.016,23.721,54.737,15.439,7.684,76.678,13.65,1.472
29/05/2020,4.581,18.04,22.621,9.404,4.73,82.649,13.91,1.619
30/05/2020,11.217,22.528,33.745,7.663,5.298,82.469,14.67,0.947
31/05/2020,1.419,7.087,8.506,7.328,3.377,78.375,14.82,2.112
1/06/2020,4.936,8.142,13.078,6.879,2.453,81.584,15.51,3.073
2/06/2020,11.017,16.741,27.758,17.339,5.732,75.472,15.93,4.417
3/06/2020,10.761,13.089,23.85,13.717,3.92,81.226,14.47,2.92
4/06/2020,1.887,12.79,14.678,18.93,6.98,77.337,16.14,2.826
5/06/2020,2.358,13.638,15.996,9.405,3.724,78.326,13.92,2.452
6/06/2020,6.109,17.717,23.827,13.263,4.294,73.142,14.05,2.852
7/06/2020,4.92,15.225,20.144,12.317,5.087,68.072,13.06,3.545
8/06/2020,14.507,31.481,45.987,11.609,4.472,68.156,12.84,2.538
9/06/2020,15.124,30.924,46.048,10.935,4.03,73.319,12.96,2.747
10/06/2020,57.689,42.519,100.208,18.863,8.982,72.993,12.53,1.21
11/06/2020,12.711,28.591,41.302,10.224,5.775,74.741,13.54,1.801
12/06/2020,10.024,28.722,38.747,9.163,4.603,76.273,13.47,1.905
13/06/2020,14.888,14.938,29.826,9.217,7.243,80.873,13.28,1.36
14/06/2020,0.383,5.45,5.833,7.578,3.896,74.612,13.58,1.933
15/06/2020,12.221,16.331,28.552,8.616,3.761,70.278,13.05,2.031
16/06/2020,0.757,7.883,8.641,5.608,3.538,70.314,14.74,2.247
17/06/2020,1.738,8.002,9.741,5.781,2.225,74.118,15.24,2.396
18/06/2020,0.877,6.068,6.945,7.045,3.328,83.913,14.68,3.102
19/06/2020,4.785,17.392,22.177,9.647,4.641,71.704,12.73,2.139
20/06/2020,10.934,23.48,34.414,9.578,5.166,77.855,13.33,1.113
21/06/2020,6.036,15.665,21.701,5.053,4.522,80.683,14.34,2.179
22/06/2020,27.199,30.396,57.595,13.869,6.743,65.381,14.86,2.183
23/06/2020,47.468,24.551,72.02,19.307,7.003,74.286,13.82,1.897
24/06/2020,1.667,7.506,9.173,14.217,3.49,75.045,14.72,3.039
25/06/2020,11.871,28.167,40.038,7.974,4.935,84.265,13.9,1.512
26/06/2020,38.545,23.833,62.378,15.913,7.93,81.838,14,2.158
27/06/2020,0.152,4.406,4.557,12.527,3.11,85.909,15.7,3.237
28/06/2020,0.901,11.451,11.969,11.297,4.49,77.582,13.05,2.165
29/06/2020,0.87,9.901,10.639,11.185,4.272,78.706,11.97,2.598
30/06/2020,23.692,32.408,56.1,9.931,5.511,75.849,11.83,2.39
1/07/2020,33.394,41.613,75.007,16.167,6.393,64.01,9.79,2.213
2/07/2020,27.882,34.56,62.442,11.752,6.258,64.524,9.98,2.867
3/07/2020,48.514,48.523,97.037,18.447,9.639,67.151,9.58,1.448
4/07/2020,1.293,13.246,14.539,9.941,6.163,64.313,12.2,1.738
5/07/2020,0.055,2.323,2.379,15.209,3.849,70.413,14.28,4.396
6/07/2020,8.456,30.891,39.347,9.677,5.488,84.285,11.77,1.831
7/07/2020,4.237,17.881,22.118,15.106,5.253,75.958,12.25,2.715
8/07/2020,5.034,16.316,21.35,11.951,4.859,72.973,10.58,3.496
9/07/2020,28.47,32.32,60.79,16.864,9.217,68.165,10.07,2.826
10/07/2020,74.91,44.934,119.844,24.559,14.315,75.462,9.01,1.081
11/07/2020,13.767,28.614,42.381,10.866,6.105,80.022,10.7,1.723
12/07/2020,1.628,13.462,15.09,6.008,3.747,75.972,12.03,1.926
13/07/2020,4.305,19.573,23.877,10.382,4.94,76.48,14.04,2.015
14/07/2020,2.561,20.173,22.734,9.618,3.657,89.066,13.5,1.244
15/07/2020,2.43,15.827,18.257,8.335,4.182,83.079,13.43,2.19
16/07/2020,1.266,9.58,10.846,6.619,3.11,79.992,14.07,3.016
17/07/2020,14.113,24.076,38.189,9.033,2.868,77.342,14.12,1.94
18/07/2020,10.549,19.313,29.862,8.291,4.989,78.122,14.45,1.144
19/07/2020,0.752,7.314,8.066,6.431,2.579,73.153,14.68,2.222
20/07/2020,25.407,23.557,48.964,11.937,3.481,80.15,13.76,1.774
21/07/2020,3.221,17.931,21.151,8.663,3.5,82.626,13.59,2.125
22/07/2020,5.341,12.764,18.105,16.67,6.113,70.001,11.57,4.39
23/07/2020,4.856,12.361,17.217,17.034,5.682,65.452,13.9,5.101
24/07/2020,10.876,26.034,36.909,14.468,6.553,68.706,12.59,3.259
25/07/2020,7.82,25.746,33.566,10.77,3.851,72.85,11.16,2.44
26/07/2020,11.164,23.827,34.99,13.397,6.168,73.872,11.39,2.292
27/07/2020,46.698,34.737,81.434,20.83,10.699,71.87,10.67,1.258
28/07/2020,42.117,28.522,70.638,15.896,4.285,73.003,11.95,1.738
29/07/2020,4.7,20.976,25.676,11.958,4.745,68.806,12.34,1.688
30/07/2020,4.928,14.263,19.191,10.628,2.987,67.905,13.02,2.254
31/07/2020,0.736,3.771,4.507,9.367,2.436,65.694,13.82,3.675
1/08/2020,0.409,2.154,2.563,13.495,4.968,70.942,13.59,4.213
2/08/2020,0.377,3.266,3.644,17.462,4.365,69.818,14.11,2.861
3/08/2020,18.322,31.079,49.401,11.765,3.938,78.004,12.76,1.588
4/08/2020,34.517,38.928,73.445,16.346,9.561,76.301,12.25,1.391
5/08/2020,46.722,29.128,75.85,17.426,10.635,79.213,11.91,1.068
6/08/2020,0.777,6.162,6.939,7.91,2.171,80.513,14.42,2.794
7/08/2020,3.488,17.588,21.076,9.778,3.688,76.351,13.74,2.47
8/08/2020,6.853,18.507,25.36,12.728,4.016,72.397,12.35,2.974
9/08/2020,4.979,18.33,23.309,13.371,5.74,72.612,10.98,2.431
